      0.413384,      0.413384,     -0.811312
      0.381106,      0.543426,     -0.747962
      0.456966,     -0.628960,     -0.628960
      0.506732,     -0.506732,     -0.697457
      0.543426,     -0.381106,     -0.747962
      0.568473,     -0.254229,     -0.782436
      0.583019,     -0.127097,     -0.802456
      0.587785,      0.000000,     -0.809017
      0.583019,      0.127097,     -0.802456
      0.568473,      0.254229,     -0.782436
      0.543426,      0.381106,     -0.747962
      0.506732,      0.506732,     -0.697457
     -0.628960,     -0.456966,     -0.628960
     -0.506732,     -0.506732,     -0.697457
     -0.381106,     -0.543426,     -0.747962
     -0.254229,     -0.568473,     -0.782436
     -0.127097,     -0.583019,     -0.802456
      0.000000,     -0.587785,     -0.809017
      0.127097,     -0.583019,     -0.802456
      0.254229,     -0.568473,     -0.782436
      0.381106,     -0.543426,     -0.747962
      0.506732,     -0.506732,     -0.697457
     -0.665247,     -0.338960,     -0.665247
     -0.543426,     -0.381106,     -0.747962
     -0.413384,     -0.413384,     -0.811312
     -0.278086,     -0.436083,     -0.855862
     -0.139737,     -0.449536,     -0.882265
      0.000000,     -0.453990,     -0.891007
      0.139737,     -0.449536,     -0.882265
      0.278086,     -0.436083,     -0.855862
      0.413384,     -0.413384,     -0.811312
      0.543426,     -0.381106,     -0.747962
     -0.689152,     -0.223919,     -0.689152
     -0.568473,     -0.254229,     -0.782436
     -0.436083,     -0.278086,     -0.855862
     -0.295242,     -0.295242,     -0.908661
     -0.148952,     -0.305570,     -0.940447
      0.000000,     -0.309017,     -0.951057
      0.148952,     -0.305570,     -0.940447
      0.295242,     -0.295242,     -0.908661
      0.436083,     -0.278086,     -0.855862
      0.568473,     -0.254229,     -0.782436
     -0.702714,     -0.111299,     -0.702714
     -0.583019,     -0.127097,     -0.802456
     -0.449536,     -0.139737,     -0.882265
     -0.305570,     -0.148952,     -0.940447
     -0.154555,     -0.154555,     -0.975820
      0.000000,     -0.156434,     -0.987688
      0.154555,     -0.154555,     -0.975820
      0.305570,     -0.148952,     -0.940447
      0.449536,     -0.139737,     -0.882265
      0.583019,     -0.127097,     -0.802456
     -0.707107,      0.000000,     -0.707107
     -0.587785,      0.000000,     -0.809017
     -0.453990,      0.000000,     -0.891007
     -0.309017,      0.000000,     -0.951057
     -0.156434,      0.000000,     -0.987688
      0.000000,      0.000000,     -1.000000
      0.156434,      0.000000,     -0.987688
      0.309017,      0.000000,     -0.951057
      0.453990,      0.000000,     -0.891007
      0.587785,      0.000000,     -0.809017
     -0.702714,      0.111299,     -0.702714
     -0.583019,      0.127097,     -0.802456
     -0.449536,      0.139737,     -0.882265
     -0.305570,      0.148952,     -0.940447
     -0.154555,      0.154555,     -0.975820
      0.000000,      0.156434,     -0.987688
      0.154555,      0.154555,     -0.975820
      0.305570,      0.148952,     -0.940447
      0.449536,      0.139737,     -0.882265
      0.583019,      0.127097,     -0.802456
     -0.689152,      0.223919,     -0.689152
     -0.568473,      0.254229,     -0.782436
     -0.436083,      0.278086,     -0.855862
     -0.295242,      0.295242,     -0.908661
     -0.148952,      0.305570,     -0.940447
      0.000000,      0.309017,     -0.951057
      0.148952,      0.305570,     -0.940447
      0.295242,      0.295242,     -0.908661
      0.436083,      0.278086,     -0.855862
      0.568473,      0.254229,     -0.782436
     -0.665247,      0.338960,     -0.665247
     -0.543426,      0.381106,     -0.747962
     -0.413384,      0.413384,     -0.811312
     -0.278086,      0.436083,     -0.855862
     -0.139737,      0.449536,     -0.882265
      0.000000,      0.453990,     -0.891007
      0.139737,      0.449536,     -0.882265
      0.278086,      0.436083,     -0.855862
      0.413384,      0.413384,     -0.811312
      0.543426,      0.381106,     -0.747962
     -0.628960,      0.456966,     -0.628960
     -0.506732,      0.506732,     -0.697457
     -0.381106,      0.543426,     -0.747962
     -0.254229,      0.568473,     -0.782436
     -0.127097,      0.583019,     -0.802456
      0.000000,      0.587785,     -0.809017
      0.127097,      0.583019,     -0.802456
      0.254229,      0.568473,     -0.782436
      0.381106,      0.543426,     -0.747962
      0.506732,      0.506732,     -0.697457
     -0.456966,     -0.628960,      0.628960
     -0.506732,     -0.506732,      0.697457
     -0.543426,     -0.381106,      0.747962
     -0.568473,     -0.254229,      0.782436
     -0.583019,     -0.127097,      0.802456
     -0.587785,      0.000000,      0.809017
     -0.583019,      0.127097,      0.802456
     -0.568473,      0.254229,      0.782436
     -0.543426,      0.381106,      0.747962
     -0.506732,      0.506732,      0.697457
     -0.338960,     -0.665247,      0.665247
     -0.381106,     -0.543426,      0.747962
     -0.413384,     -0.413384,      0.811312
     -0.436083,     -0.278086,      0.855862
     -0.449536,     -0.139737,      0.882265
     -0.453990,      0.000000,      0.891007
     -0.449536,      0.139737,      0.882265
     -0.436083,      0.278086,      0.855862
     -0.413384,      0.413384,      0.811312
     -0.381106,      0.543426,      0.747962
     -0.223919,     -0.689152,      0.689152
     -0.254229,     -0.568473,      0.782436
     -0.278086,     -0.436083,      0.855862
     -0.295242,     -0.295242,      0.908661
     -0.305570,     -0.148952,      0.940447
     -0.309017,      0.000000,      0.951057
     -0.305570,      0.148952,      0.940447
     -0.295242,      0.295242,      0.908661
     -0.278086,      0.436083,      0.855862
     -0.254229,      0.568473,      0.782436
     -0.111299,     -0.702714,      0.702714
     -0.127097,     -0.583019,      0.802456
     -0.139737,     -0.449536,      0.882265
     -0.148952,     -0.305570,      0.940447
     -0.154555,     -0.154555,      0.975820
     -0.156434,      0.000000,      0.987688
     -0.154555,      0.154555,      0.975820
     -0.148952,      0.305570,      0.940447
     -0.139737,      0.449536,      0.882265
     -0.127097,      0.583019,      0.802456
      0.000000,     -0.707107,      0.707107
      0.000000,     -0.587785,      0.809017
      0.000000,     -0.453990,      0.891007
      0.000000,     -0.309017,      0.951057
      0.000000,     -0.156434,      0.987688
      0.000000,      0.000000,      1.000000
      0.000000,      0.156434,      0.987688
      0.000000,      0.309017,      0.951057
      0.000000,      0.453990,      0.891007
      0.000000,      0.587785,      0.809017
      0.111299,     -0.702714,      0.702714
      0.127097,     -0.583019,      0.802456
      0.139737,     -0.449536,      0.882265
      0.148952,     -0.305570,      0.940447
      0.154555,     -0.154555,      0.975820
      0.156434,      0.000000,      0.987688
      0.154555,      0.154555,      0.975820
      0.148952,      0.305570,      0.940447
      0.139737,      0.449536,      0.882265
      0.127097,      0.583019,      0.802456
      0.223919,     -0.689152,      0.689152
      0.254229,     -0.568473,      0.782436
      0.278086,     -0.436083,      0.855862
      0.295242,     -0.295242,      0.908661
      0.305570,     -0.148952,      0.940447
      0.309017,      0.000000,      0.951057
      0.305570,      0.148952,      0.940447
      0.295242,      0.295242,      0.908661
      0.278086,      0.436083,      0.855862
      0.254229,      0.568473,      0.782436
      0.338960,     -0.665247,      0.665247
      0.381106,     -0.543426,      0.747962
      0.413384,     -0.413384,      0.811312
      0.436083,     -0.278086,      0.855862
      0.449536,     -0.139737,      0.882265
      0.453990,      0.000000,      0.891007
      0.449536,      0.139737,      0.882265
      0.436083,      0.278086,      0.855862
      0.413384,      0.413384,      0.811312
      0.381106,      0.543426,      0.747962
      0.456966,     -0.628960,      0.628960
      0.506732,     -0.506732,      0.697457
      0.543426,     -0.381106,      0.747962
      0.568473,     -0.254229,      0.782436
      0.583019,     -0.127097,      0.802456
      0.587785,      0.000000,      0.809017
      0.583019,      0.127097,      0.802456
      0.568473,      0.254229,      0.782436
      0.543426,      0.381106,      0.747962
      0.506732,      0.506732,      0.697457
     -0.628960,     -0.456966,      0.628960
     -0.506732,     -0.506732,      0.697457
     -0.381106,     -0.543426,      0.747962
     -0.254229,     -0.568473,      0.782436
     -0.127097,     -0.583019,      0.802456
      0.000000,     -0.587785,      0.809017
      0.127097,     -0.583019,      0.802456
      0.254229,     -0.568473,      0.782436
      0.381106,     -0.543426,      0.747962
      0.506732,     -0.506732,      0.697457
     -0.665247,     -0.338960,      0.665247
     -0.543426,     -0.381106,      0.747962
     -0.413384,     -0.413384,      0.811312
     -0.278086,     -0.436083,      0.855862
     -0.139737,     -0.449536,      0.882265
      0.000000,     -0.453990,      0.891007
      0.139737,     -0.449536,      0.882265
      0.278086,     -0.436083,      0.855862
      0.413384,     -0.413384,      0.811312
      0.543426,     -0.381106,      0.747962
     -0.689152,     -0.223919,      0.689152
     -0.568473,     -0.254229,      0.782436
     -0.436083,     -0.278086,      0.855862
     -0.295242,     -0.295242,      0.908661
     -0.148952,     -0.305570,      0.940447
      0.000000,     -0.309017,      0.951057
      0.148952,     -0.305570,      0.940447
      0.295242,     -0.295242,      0.908661
      0.436083,     -0.278086,      0.855862
      0.568473,     -0.254229,      0.782436
     -0.702714,     -0.111299,      0.702714
     -0.583019,     -0.127097,      0.802456
     -0.449536,     -0.139737,      0.882265
     -0.305570,     -0.148952,      0.940447
     -0.154555,     -0.154555,      0.975820
      0.000000,     -0.156434,      0.987688
      0.154555,     -0.154555,      0.975820
      0.305570,     -0.148952,      0.940447
      0.449536,     -0.139737,      0.882265
      0.583019,     -0.127097,      0.802456
     -0.707107,      0.000000,      0.707107
     -0.587785,      0.000000,      0.809017
     -0.453990,      0.000000,      0.891007
     -0.309017,      0.000000,      0.951057
     -0.156434,      0.000000,      0.987688
      0.000000,      0.000000,      1.000000
      0.156434,      0.000000,      0.987688
      0.309017,      0.000000,      0.951057
      0.453990,      0.000000,      0.891007
      0.587785,      0.000000,      0.809017
     -0.702714,      0.111299,      0.702714
     -0.583019,      0.127097,      0.802456
     -0.449536,      0.139737,      0.882265
     -0.305570,      0.148952,      0.940447
     -0.154555,      0.154555,      0.975820
      0.000000,      0.156434,      0.987688
      0.154555,      0.154555,      0.975820
      0.305570,      0.148952,      0.940447
      0.449536,      0.139737,      0.882265
      0.583019,      0.127097,      0.802456
     -0.689152,      0.223919,      0.689152
     -0.568473,      0.254229,      0.782436
     -0.436083,      0.278086,      0.855862
     -0.295242,      0.295242,      0.908661
     -0.148952,      0.305570,      0.940447
      0.000000,      0.309017,      0.951057
      0.148952,      0.305570,      0.940447
      0.295242,      0.295242,      0.908661
      0.436083,      0.278086,      0.855862
      0.568473,      0.254229,      0.782436
     -0.665247,      0.338960,      0.665247
     -0.543426,      0.381106,      0.747962
     -0.413384,      0.413384,      0.811312
     -0.278086,      0.436083,      0.855862
     -0.139737,      0.449536,      0.882265
      0.000000,      0.453990,      0.891007
      0.139737,      0.449536,      0.882265
      0.278086,      0.436083,      0.855862
      0.413384,      0.413384,      0.811312
      0.543426,      0.381106,      0.747962
     -0.628960,      0.456966,      0.628960
     -0.506732,      0.506732,      0.697457
     -0.381106,      0.543426,      0.747962
     -0.254229,      0.568473,      0.782436
     -0.127097,      0.583019,      0.802456
      0.000000,      0.587785,      0.809017
      0.127097,      0.583019,      0.802456
      0.254229,      0.568473,      0.782436
      0.381106,      0.543426,      0.747962
      0.506732,      0.506732,      0.697457
     -0.456966,     -0.628960,     -0.628960
     -0.506732,     -0.697457,     -0.506732
     -0.543426,     -0.747962,     -0.381106
     -0.568473,     -0.782436,     -0.254229
     -0.583019,     -0.802456,     -0.127097
     -0.587785,     -0.809017,      0.000000
     -0.583019,     -0.802456,      0.127097
     -0.568473,     -0.782436,      0.254229
     -0.543426,     -0.747962,      0.381106
     -0.506732,     -0.697457,      0.506732
     -0.338960,     -0.665247,     -0.665247
     -0.381106,     -0.747962,     -0.543426
     -0.413384,     -0.811312,     -0.413384
     -0.436083,     -0.855862,     -0.278086
     -0.449536,     -0.882265,     -0.139737
     -0.453990,     -0.891007,      0.000000
     -0.449536,     -0.882265,      0.139737
     -0.436083,     -0.855862,      0.278086
     -0.413384,     -0.811312,      0.413384
     -0.381106,     -0.747962,      0.543426
     -0.223919,     -0.689152,     -0.689152
     -0.254229,     -0.782436,     -0.568473
     -0.278086,     -0.855862,     -0.436083
     -0.295242,     -0.908661,     -0.295242
     -0.305570,     -0.940447,     -0.148952
     -0.309017,     -0.951057,      0.000000
     -0.305570,     -0.940447,      0.148952
     -0.295242,     -0.908661,      0.295242
     -0.278086,     -0.855862,      0.436083
     -0.254229,     -0.782436,      0.568473
     -0.111299,     -0.702714,     -0.702714
     -0.127097,     -0.802456,     -0.583019
     -0.139737,     -0.882265,     -0.449536
     -0.148952,     -0.940447,     -0.305570
     -0.154555,     -0.975820,     -0.154555
     -0.156434,     -0.987688,      0.000000
     -0.154555,     -0.975820,      0.154555
     -0.148952,     -0.940447,      0.305570
     -0.139737,     -0.882265,      0.449536
     -0.127097,     -0.802456,      0.583019
      0.000000,     -0.707107,     -0.707107
      0.000000,     -0.809017,     -0.587785
      0.000000,     -0.891007,     -0.453990
      0.000000,     -0.951057,     -0.309017
      0.000000,     -0.987688,     -0.156434
      0.000000,     -1.000000,      0.000000
      0.000000,     -0.987688,      0.156434
      0.000000,     -0.951057,      0.309017
      0.000000,     -0.891007,      0.453990
      0.000000,     -0.809017,      0.587785
      0.111299,     -0.702714,     -0.702714
      0.127097,     -0.802456,     -0.583019
      0.139737,     -0.882265,     -0.449536
      0.148952,     -0.940447,     -0.305570
      0.154555,     -0.975820,     -0.154555
      0.156434,     -0.987688,      0.000000
      0.154555,     -0.975820,      0.154555
      0.148952,     -0.940447,      0.305570
      0.139737,     -0.882265,      0.449536
      0.127097,     -0.802456,      0.583019
      0.223919,     -0.689152,     -0.689152
      0.254229,     -0.782436,     -0.568473
      0.278086,     -0.855862,     -0.436083
      0.295242,     -0.908661,     -0.295242
      0.305570,     -0.940447,     -0.148952
      0.309017,     -0.951057,      0.000000
      0.305570,     -0.940447,      0.148952
      0.295242,     -0.908661,      0.295242
      0.278086,     -0.855862,      0.436083
      0.254229,     -0.782436,      0.568473
      0.338960,     -0.665247,     -0.665247
      0.381106,     -0.747962,     -0.543426
      0.413384,     -0.811312,     -0.413384
      0.436083,     -0.855862,     -0.278086
      0.449536,     -0.882265,     -0.139737
      0.453990,     -0.891007,      0.000000
      0.449536,     -0.882265,      0.139737
      0.436083,     -0.855862,      0.278086
      0.413384,     -0.811312,      0.413384
      0.381106,     -0.747962,      0.543426
      0.456966,     -0.628960,     -0.628960
      0.506732,     -0.697457,     -0.506732
      0.543426,     -0.747962,     -0.381106
      0.568473,     -0.782436,     -0.254229
      0.583019,     -0.802456,     -0.127097
      0.587785,     -0.809017,      0.000000
      0.583019,     -0.802456,      0.127097
      0.568473,     -0.782436,      0.254229
      0.543426,     -0.747962,      0.381106
      0.506732,     -0.697457,      0.506732
     -0.628960,     -0.628960,     -0.456966
     -0.506732,     -0.697457,     -0.506732
     -0.381106,     -0.747962,     -0.543426
     -0.254229,     -0.782436,     -0.568473
     -0.127097,     -0.802456,     -0.583019
      0.000000,     -0.809017,     -0.587785
      0.127097,     -0.802456,     -0.583019
      0.254229,     -0.782436,     -0.568473
      0.381106,     -0.747962,     -0.543426
      0.506732,     -0.697457,     -0.506732
     -0.665247,     -0.665247,     -0.338960
     -0.543426,     -0.747962,     -0.381106
     -0.413384,     -0.811312,     -0.413384
     -0.278086,     -0.855862,     -0.436083
     -0.139737,     -0.882265,     -0.449536
      0.000000,     -0.891007,     -0.453990
      0.139737,     -0.882265,     -0.449536
      0.278086,     -0.855862,     -0.436083
      0.413384,     -0.811312,     -0.413384
      0.543426,     -0.747962,     -0.381106
     -0.689152,     -0.689152,     -0.223919
     -0.568473,     -0.782436,     -0.254229
     -0.436083,     -0.855862,     -0.278086
     -0.295242,     -0.908661,     -0.295242
     -0.148952,     -0.940447,     -0.305570
      0.000000,     -0.951057,     -0.309017
      0.148952,     -0.940447,     -0.305570
      0.295242,     -0.908661,     -0.295242
      0.436083,     -0.855862,     -0.278086
      0.568473,     -0.782436,     -0.254229
     -0.702714,     -0.702714,     -0.111299
     -0.583019,     -0.802456,     -0.127097
     -0.449536,     -0.882265,     -0.139737
     -0.305570,     -0.940447,     -0.148952
     -0.154555,     -0.975820,     -0.154555
      0.000000,     -0.987688,     -0.156434
      0.154555,     -0.975820,     -0.154555
      0.305570,     -0.940447,     -0.148952
      0.449536,     -0.882265,     -0.139737
      0.583019,     -0.802456,     -0.127097
     -0.707107,     -0.707107,      0.000000
     -0.587785,     -0.809017,      0.000000
     -0.453990,     -0.891007,      0.000000
     -0.309017,     -0.951057,      0.000000
     -0.156434,     -0.987688,      0.000000
      0.000000,     -1.000000,      0.000000
      0.156434,     -0.987688,      0.000000
      0.309017,     -0.951057,      0.000000
      0.453990,     -0.891007,      0.000000
      0.587785,     -0.809017,      0.000000
     -0.702714,     -0.702714,      0.111299
     -0.583019,     -0.802456,      0.127097
     -0.449536,     -0.882265,      0.139737
     -0.305570,     -0.940447,      0.148952
     -0.154555,     -0.975820,      0.154555
      0.000000,     -0.987688,      0.156434
      0.154555,     -0.975820,      0.154555
      0.305570,     -0.940447,      0.148952
      0.449536,     -0.882265,      0.139737
      0.583019,     -0.802456,      0.127097
     -0.689152,     -0.689152,      0.223919
     -0.568473,     -0.782436,      0.254229
     -0.436083,     -0.855862,      0.278086
     -0.295242,     -0.908661,      0.295242
     -0.148952,     -0.940447,      0.305570
      0.000000,     -0.951057,      0.309017
      0.148952,     -0.940447,      0.305570
      0.295242,     -0.908661,      0.295242
      0.436083,     -0.855862,      0.278086
      0.568473,     -0.782436,      0.254229
     -0.665247,     -0.665247,      0.338960
     -0.543426,     -0.747962,      0.381106
     -0.413384,     -0.811312,      0.413384
     -0.278086,     -0.855862,      0.436083
     -0.139737,     -0.882265,      0.449536
      0.000000,     -0.891007,      0.453990
      0.139737,     -0.882265,      0.449536
      0.278086,     -0.855862,      0.436083
      0.413384,     -0.811312,      0.413384
      0.543426,     -0.747962,      0.381106
     -0.628960,     -0.628960,      0.456966
     -0.506732,     -0.697457,      0.506732
     -0.381106,     -0.747962,      0.543426
     -0.254229,     -0.782436,      0.568473
     -0.127097,     -0.802456,      0.583019
      0.000000,     -0.809017,      0.587785
      0.127097,     -0.802456,      0.583019
      0.254229,     -0.782436,      0.568473
      0.381106,     -0.747962,      0.543426
      0.506732,     -0.697457,      0.506732
     -0.456966,      0.628960,     -0.628960
     -0.506732,      0.697457,     -0.506732
     -0.543426,      0.747962,     -0.381106
     -0.568473,      0.782436,     -0.254229
     -0.583019,      0.802456,     -0.127097
     -0.587785,      0.809017,      0.000000
     -0.583019,      0.802456,      0.127097
     -0.568473,      0.782436,      0.254229
     -0.543426,      0.747962,      0.381106
     -0.506732,      0.697457,      0.506732
     -0.338960,      0.665247,     -0.665247
     -0.381106,      0.747962,     -0.543426
     -0.413384,      0.811312,     -0.413384
     -0.436083,      0.855862,     -0.278086
     -0.449536,      0.882265,     -0.139737
     -0.453990,      0.891007,      0.000000
     -0.449536,      0.882265,      0.139737
     -0.436083,      0.855862,      0.278086
     -0.413384,      0.811312,      0.413384
     -0.381106,      0.747962,      0.543426
     -0.223919,      0.689152,     -0.689152
     -0.254229,      0.782436,     -0.568473
     -0.278086,      0.855862,     -0.436083
     -0.295242,      0.908661,     -0.295242
     -0.305570,      0.940447,     -0.148952
     -0.309017,      0.951057,      0.000000
     -0.305570,      0.940447,      0.148952
     -0.295242,      0.908661,      0.295242
     -0.278086,      0.855862,      0.436083
     -0.254229,      0.782436,      0.568473
     -0.111299,      0.702714,     -0.702714
     -0.127097,      0.802456,     -0.583019
     -0.139737,      0.882265,     -0.449536
     -0.148952,      0.940447,     -0.305570
     -0.154555,      0.975820,     -0.154555
     -0.156434,      0.987688,      0.000000
     -0.154555,      0.975820,      0.154555
     -0.148952,      0.940447,      0.305570
     -0.139737,      0.882265,      0.449536
     -0.127097,      0.802456,      0.583019
      0.000000,      0.707107,     -0.707107
      0.000000,      0.809017,     -0.587785
      0.000000,      0.891007,     -0.453990
      0.000000,      0.951057,     -0.309017
      0.000000,      0.987688,     -0.156434
      0.000000,      1.000000,      0.000000
      0.000000,      0.987688,      0.156434
      0.000000,      0.951057,      0.309017
      0.000000,      0.891007,      0.453990
      0.000000,      0.809017,      0.587785
      0.111299,      0.702714,     -0.702714
      0.127097,      0.802456,     -0.583019
      0.139737,      0.882265,     -0.449536
      0.148952,      0.940447,     -0.305570
      0.154555,      0.975820,     -0.154555
